,home_team,away_team,first_quarter_home,second_quarter_home,third_quarter_home,fourth_quarter_home,first_quarter_away,second_quarter_away,third_quarter_away,fourth_quarter_away,event_time
176,Philadelphia 76ers,Brooklyn Nets,34,28,29,18,28,27,30,29,23.10.2021
177,Milwaukee Bucks,Brooklyn Nets,37,29,31,30,25,34,26,19,20.10.2021
178,Brooklyn Nets,Minnesota Timberwolves,27,30,27,23,30,19,26,26,15.10.2021
179,Philadelphia 76ers,Brooklyn Nets,37,31,32,15,25,24,24,31,12.10.2021
180,Brooklyn Nets,Milwaukee Bucks,32,24,33,30,26,34,28,27,09.10.2021
181,Los Angeles Lakers,Brooklyn Nets,19,30,32,16,25,32,27,39,03.10.2021
182,Toronto Raptors,Brooklyn Nets,22,8,25,31,17,8,22,25,17.08.2021
183,San Antonio Spurs,Brooklyn Nets,30,23,23,24,20,28,29,27,15.08.2021
184,Brooklyn Nets,Washington Wizards,18,18,15,23,15,19,18,22,"12.08.2021
AOT"
185,Brooklyn Nets,Milwaukee Bucks,24,24,25,24,16,27,28,20,11.08.2021
186,Memphis Grizzlies,Brooklyn Nets,15,28,18,30,16,17,26,25,09.08.2021
187,Brooklyn Nets,Milwaukee Bucks,28,25,28,28,25,22,35,27,"20.06.2021
AOT"
188,Milwaukee Bucks,Brooklyn Nets,26,33,19,26,19,29,19,22,18.06.2021
189,Brooklyn Nets,Milwaukee Bucks,15,28,38,33,29,30,28,21,16.06.2021
190,Milwaukee Bucks,Brooklyn Nets,23,30,28,26,26,22,21,27,13.06.2021
191,Milwaukee Bucks,Brooklyn Nets,30,15,22,19,11,31,23,18,11.06.2021
192,Brooklyn Nets,Milwaukee Bucks,36,29,30,30,19,22,24,21,08.06.2021
193,Brooklyn Nets,Milwaukee Bucks,30,33,35,17,32,29,23,23,06.06.2021
194,Brooklyn Nets,Boston Celtics,31,28,27,37,24,27,28,30,02.06.2021
195,Boston Celtics,Brooklyn Nets,34,26,31,35,33,40,39,29,31.05.2021
196,Boston Celtics,Brooklyn Nets,33,28,35,29,32,25,27,35,29.05.2021
197,Brooklyn Nets,Boston Celtics,40,31,38,21,26,21,35,26,26.05.2021
198,Brooklyn Nets,Boston Celtics,16,31,31,26,21,32,20,20,23.05.2021
199,Brooklyn Nets,Cleveland Cavaliers,34,33,32,24,24,32,20,33,17.05.2021
200,Brooklyn Nets,Chicago Bulls,28,33,18,26,29,22,20,20,15.05.2021
201,Brooklyn Nets,San Antonio Spurs,35,22,39,32,20,31,30,35,13.05.2021
202,Chicago Bulls,Brooklyn Nets,23,28,23,33,32,32,29,22,12.05.2021
203,Denver Nuggets,Brooklyn Nets,37,34,33,15,24,32,41,28,09.05.2021
204,Dallas Mavericks,Brooklyn Nets,37,26,19,31,32,30,21,26,07.05.2021
205,Milwaukee Bucks,Brooklyn Nets,34,32,26,32,33,25,36,24,05.05.2021
206,Milwaukee Bucks,Brooklyn Nets,28,34,28,27,37,22,31,24,02.05.2021
207,Brooklyn Nets,Portland Trail Blazers,25,32,24,28,23,36,35,34,01.05.2021
208,Indiana Pacers,Brooklyn Nets,28,24,41,20,35,31,45,19,30.04.2021
209,Toronto Raptors,Brooklyn Nets,28,24,31,20,26,30,24,36,28.04.2021
210,Brooklyn Nets,Phoenix Suns,27,32,38,31,32,29,31,27,25.04.2021
211,Brooklyn Nets,Boston Celtics,21,39,28,21,25,26,22,31,24.04.2021
212,Toronto Raptors,Brooklyn Nets,23,33,36,22,36,22,23,22,22.04.2021
213,New Orleans Pelicans,Brooklyn Nets,29,30,33,37,26,31,36,41,21.04.2021
214,Miami Heat,Brooklyn Nets,32,32,22,23,31,29,24,23,18.04.2021
215,Brooklyn Nets,Charlotte Hornets,29,32,33,36,35,26,28,26,17.04.2021
216,Philadelphia 76ers,Brooklyn Nets,32,33,29,29,28,30,26,33,15.04.2021
217,Minnesota Timberwolves,Brooklyn Nets,25,27,22,23,33,40,31,23,13.04.2021
218,Brooklyn Nets,Los Angeles Lakers,25,33,19,24,33,28,31,34,11.04.2021
219,Brooklyn Nets,New Orleans Pelicans,36,43,36,24,33,26,23,29,08.04.2021
220,Brooklyn Nets,New York Knicks,31,26,32,25,34,33,21,24,06.04.2021
221,Chicago Bulls,Brooklyn Nets,25,32,32,26,28,18,26,35,04.04.2021
222,Brooklyn Nets,Charlotte Hornets,32,36,24,19,11,37,17,24,02.04.2021
223,Brooklyn Nets,Houston Rockets,29,28,29,34,42,26,19,21,01.04.2021
224,Brooklyn Nets,Minnesota Timberwolves,37,24,26,25,25,27,25,30,30.03.2021
225,Detroit Pistons,Brooklyn Nets,27,23,28,33,34,25,23,31,27.03.2021
226,Utah Jazz,Brooklyn Nets,38,25,27,28,17,21,23,27,25.03.2021
227,Portland Trail Blazers,Brooklyn Nets,41,25,25,21,37,28,27,24,24.03.2021
228,Brooklyn Nets,Washington Wizards,25,38,25,25,30,26,27,23,22.03.2021
229,Orlando Magic,Brooklyn Nets,35,29,39,18,29,33,22,29,20.03.2021
230,Indiana Pacers,Brooklyn Nets,40,21,30,24,25,33,31,35,18.03.2021
231,Brooklyn Nets,New York Knicks,35,32,29,21,30,25,29,28,16.03.2021
232,Brooklyn Nets,Detroit Pistons,26,25,27,22,22,24,20,29,14.03.2021
233,Brooklyn Nets,Boston Celtics,23,35,30,33,29,26,31,23,12.03.2021
234,Houston Rockets,Brooklyn Nets,27,27,31,29,30,37,34,31,04.03.2021
235,San Antonio Spurs,Brooklyn Nets,21,33,27,27,27,30,24,27,"02.03.2021
AOT"
236,Brooklyn Nets,Dallas Mavericks,26,38,18,16,38,30,26,21,28.02.2021
237,Brooklyn Nets,Orlando Magic,24,41,27,37,28,19,25,20,26.02.2021
238,Brooklyn Nets,Sacramento Kings,42,30,26,29,28,38,30,22,24.02.2021
239,Los Angeles Clippers,Brooklyn Nets,30,21,28,29,28,30,31,23,22.02.2021
240,Los Angeles Lakers,Brooklyn Nets,24,29,21,24,31,33,26,19,19.02.2021
241,Phoenix Suns,Brooklyn Nets,33,42,25,24,22,32,34,40,17.02.2021
242,Sacramento Kings,Brooklyn Nets,37,31,20,37,36,38,33,29,16.02.2021
243,Golden State Warriors,Brooklyn Nets,28,23,31,35,37,29,42,26,14.02.2021
244,Brooklyn Nets,Indiana Pacers,27,35,20,22,18,12,32,32,11.02.2021
245,Detroit Pistons,Brooklyn Nets,38,25,31,28,26,28,32,25,10.02.2021
246,Philadelphia 76ers,Brooklyn Nets,34,25,43,22,29,27,30,22,07.02.2021
247,Brooklyn Nets,Toronto Raptors,23,40,27,27,34,33,25,31,06.02.2021
248,Brooklyn Nets,Los Angeles Clippers,24,33,31,36,32,26,32,30,03.02.2021
249,Washington Wizards,Brooklyn Nets,28,37,36,48,38,33,37,38,01.02.2021
250,Oklahoma City Thunder,Brooklyn Nets,27,32,35,31,36,40,39,32,30.01.2021
251,Atlanta Hawks,Brooklyn Nets,27,28,32,29,26,29,28,33,"28.01.2021
AOT"
252,Brooklyn Nets,Miami Heat,15,26,29,28,21,24,26,14,26.01.2021
253,Brooklyn Nets,Miami Heat,36,30,30,32,25,31,26,42,24.01.2021
254,Cleveland Cavaliers,Brooklyn Nets,34,27,37,27,33,27,24,29,23.01.2021
255,Cleveland Cavaliers,Brooklyn Nets,28,23,36,26,23,26,29,35,"21.01.2021
AOT"
256,Brooklyn Nets,Milwaukee Bucks,28,29,37,31,34,22,33,34,19.01.2021
257,Brooklyn Nets,Orlando Magic,29,23,32,38,26,24,33,32,17.01.2021
258,New York Knicks,Brooklyn Nets,25,20,31,33,26,35,31,24,14.01.2021
259,Brooklyn Nets,Denver Nuggets,27,27,36,32,35,35,20,26,13.01.2021
260,Brooklyn Nets,Oklahoma City Thunder,41,22,18,35,29,28,37,35,11.01.2021
261,Memphis Grizzlies,Brooklyn Nets,40,22,30,23,28,19,39,24,09.01.2021
262,Brooklyn Nets,Philadelphia 76ers,28,37,29,28,26,25,33,25,08.01.2021
263,Brooklyn Nets,Utah Jazz,35,28,35,32,14,30,29,23,06.01.2021
264,Brooklyn Nets,Washington Wizards,28,43,22,29,29,41,24,29,04.01.2021
265,Brooklyn Nets,Atlanta Hawks,23,29,21,23,29,32,28,25,02.01.2021
266,Brooklyn Nets,Atlanta Hawks,38,29,35,43,41,27,36,37,31.12.2020
267,Brooklyn Nets,Memphis Grizzlies,23,32,30,21,32,22,33,19,"29.12.2020
AOT"
268,Charlotte Hornets,Brooklyn Nets,23,25,34,24,22,28,27,27,28.12.2020
269,Boston Celtics,Brooklyn Nets,22,32,23,18,26,25,35,37,25.12.2020
270,Brooklyn Nets,Golden State Warriors,40,23,36,26,25,20,26,28,23.12.2020
271,Boston Celtics,Brooklyn Nets,23,21,16,29,35,27,30,21,19.12.2020
272,Brooklyn Nets,Washington Wizards,38,30,22,29,20,30,34,30,14.12.2020
273,Brooklyn Nets,Toronto Raptors,32,36,19,35,39,38,39,34,23.08.2020
274,Brooklyn Nets,Toronto Raptors,17,25,26,24,24,33,27,33,21.08.2020
275,Toronto Raptors,Brooklyn Nets,29,21,24,30,33,20,27,19,19.08.2020
276,Toronto Raptors,Brooklyn Nets,37,36,22,39,20,31,35,24,17.08.2020
277,Brooklyn Nets,Portland Trail Blazers,31,36,37,29,31,42,24,37,14.08.2020
278,Orlando Magic,Brooklyn Nets,22,21,29,24,34,26,25,23,11.08.2020
279,Los Angeles Clippers,Brooklyn Nets,24,39,31,26,45,29,24,31,10.08.2020
