,home_team,away_team,first_quarter_home,second_quarter_home,third_quarter_home,fourth_quarter_home,first_quarter_away,second_quarter_away,third_quarter_away,fourth_quarter_away,event_time
226,Oklahoma City Thunder,Atlanta Hawks,31,32,33,22,33,22,25,29,27.02.2021
227,Oklahoma City Thunder,San Antonio Spurs,28,12,36,26,21,24,28,26,25.02.2021
228,Oklahoma City Thunder,Miami Heat,21,33,23,17,23,22,34,29,23.02.2021
229,Cleveland Cavaliers,Oklahoma City Thunder,28,23,24,26,31,31,24,31,22.02.2021
230,Milwaukee Bucks,Oklahoma City Thunder,16,30,32,20,20,22,20,23,20.02.2021
231,Memphis Grizzlies,Oklahoma City Thunder,30,27,29,36,31,25,29,28,18.02.2021
232,Oklahoma City Thunder,Portland Trail Blazers,21,29,29,25,34,30,29,22,17.02.2021
233,Oklahoma City Thunder,Milwaukee Bucks,24,28,29,33,24,17,40,28,15.02.2021
234,Denver Nuggets,Oklahoma City Thunder,16,24,30,27,28,25,26,16,13.02.2021
235,Los Angeles Lakers,Oklahoma City Thunder,23,34,23,25,37,30,17,21,"11.02.2021
AOT"
236,Los Angeles Lakers,Oklahoma City Thunder,26,30,20,34,33,27,24,26,"09.02.2021
AOT"
237,Oklahoma City Thunder,Minnesota Timberwolves,43,40,13,24,24,38,32,24,07.02.2021
238,Oklahoma City Thunder,Minnesota Timberwolves,23,32,21,27,25,26,34,21,06.02.2021
239,Oklahoma City Thunder,Houston Rockets,30,24,27,23,25,18,15,29,04.02.2021
