,home_team,away_team,first_quarter_home,second_quarter_home,third_quarter_home,fourth_quarter_home,first_quarter_away,second_quarter_away,third_quarter_away,fourth_quarter_away,event_time
255,Detroit Pistons,Cleveland Cavaliers,26,27,33,15,26,33,22,20,"27.12.2020
AOT"
256,Cleveland Cavaliers,Charlotte Hornets,24,41,28,28,23,21,36,34,24.12.2020
257,New York Knicks,Cleveland Cavaliers,41,31,31,16,18,17,22,26,19.12.2020
258,New York Knicks,Cleveland Cavaliers,24,29,13,34,25,32,23,13,17.12.2020
259,Cleveland Cavaliers,Indiana Pacers,32,23,26,35,35,20,24,27,15.12.2020
260,Cleveland Cavaliers,Indiana Pacers,20,29,16,42,22,23,28,31,13.12.2020
261,Chicago Bulls,Cleveland Cavaliers,27,27,24,30,29,23,26,25,11.03.2020
262,Cleveland Cavaliers,San Antonio Spurs,35,25,27,31,18,32,41,27,"09.03.2020
AOT"
263,Cleveland Cavaliers,Denver Nuggets,23,35,27,19,33,28,22,19,08.03.2020
264,Cleveland Cavaliers,Boston Celtics,27,25,25,29,28,30,23,31,05.03.2020
265,Cleveland Cavaliers,Utah Jazz,25,26,31,31,31,28,35,32,03.03.2020
266,Cleveland Cavaliers,Indiana Pacers,31,27,28,18,30,26,30,27,01.03.2020
267,New Orleans Pelicans,Cleveland Cavaliers,43,27,25,21,25,30,28,21,29.02.2020
268,Cleveland Cavaliers,Philadelphia 76ers,28,27,22,31,17,27,24,26,27.02.2020
269,Cleveland Cavaliers,Miami Heat,21,35,24,31,29,39,31,12,"25.02.2020
AOT"
270,Miami Heat,Cleveland Cavaliers,38,44,24,18,32,20,26,27,23.02.2020
271,Washington Wizards,Cleveland Cavaliers,41,25,21,21,32,29,20,32,22.02.2020
272,Cleveland Cavaliers,Atlanta Hawks,33,32,33,29,19,29,32,25,13.02.2020
273,Cleveland Cavaliers,Los Angeles Clippers,21,29,23,19,36,37,34,26,10.02.2020
274,Oklahoma City Thunder,Cleveland Cavaliers,29,32,23,25,28,25,28,22,06.02.2020
275,Cleveland Cavaliers,New York Knicks,37,25,38,27,33,30,32,32,"04.02.2020
AOT"
276,Cleveland Cavaliers,Golden State Warriors,32,27,19,34,31,30,44,26,02.02.2020
277,Cleveland Cavaliers,Toronto Raptors,26,26,24,33,31,25,32,27,31.01.2020
278,Cleveland Cavaliers,New Orleans Pelicans,34,31,25,21,40,34,30,21,29.01.2020
279,Detroit Pistons,Cleveland Cavaliers,23,22,27,28,24,29,36,26,28.01.2020
280,Cleveland Cavaliers,Chicago Bulls,31,26,19,30,25,34,40,19,26.01.2020
281,Cleveland Cavaliers,Washington Wizards,24,37,25,26,29,39,32,24,24.01.2020
282,Cleveland Cavaliers,New York Knicks,26,24,14,22,26,23,30,27,20.01.2020
283,Chicago Bulls,Cleveland Cavaliers,31,25,31,31,33,40,29,14,19.01.2020
284,Memphis Grizzlies,Cleveland Cavaliers,27,27,38,21,25,31,20,33,18.01.2020
285,Los Angeles Clippers,Cleveland Cavaliers,31,35,40,22,26,24,21,32,15.01.2020
286,Los Angeles Lakers,Cleveland Cavaliers,21,26,37,44,27,21,22,29,14.01.2020
287,Denver Nuggets,Cleveland Cavaliers,18,24,29,32,23,28,34,26,12.01.2020
