,home_team,away_team,first_quarter_home,second_quarter_home,third_quarter_home,fourth_quarter_home,first_quarter_away,second_quarter_away,third_quarter_away,fourth_quarter_away,event_time
191,New Orleans Pelicans,Los Angeles Lakers,28,31,17,22,36,27,28,19,17.05.2021
192,Golden State Warriors,New Orleans Pelicans,41,34,24,26,32,25,33,32,15.05.2021
193,Dallas Mavericks,New Orleans Pelicans,32,45,34,14,30,28,22,27,13.05.2021
194,Memphis Grizzlies,New Orleans Pelicans,36,35,15,29,31,28,29,22,11.05.2021
195,Charlotte Hornets,New Orleans Pelicans,25,42,29,14,34,23,32,23,10.05.2021
196,Philadelphia 76ers,New Orleans Pelicans,32,38,18,21,21,33,37,16,08.05.2021
197,New Orleans Pelicans,Golden State Warriors,32,24,19,33,34,23,22,24,05.05.2021
198,New Orleans Pelicans,Golden State Warriors,21,33,26,28,39,27,29,28,04.05.2021
199,Minnesota Timberwolves,New Orleans Pelicans,30,35,32,26,38,27,33,25,"02.05.2021
AOT"
200,Oklahoma City Thunder,New Orleans Pelicans,20,23,25,27,31,29,19,30,30.04.2021
201,Denver Nuggets,New Orleans Pelicans,35,25,27,27,25,26,27,34,29.04.2021
202,New Orleans Pelicans,Los Angeles Clippers,33,29,33,25,20,28,30,25,27.04.2021
203,New Orleans Pelicans,San Antonio Spurs,24,28,32,24,31,30,24,25,25.04.2021
204,Orlando Magic,New Orleans Pelicans,27,25,18,30,29,45,34,27,23.04.2021
205,New Orleans Pelicans,Brooklyn Nets,29,30,33,37,26,31,36,41,21.04.2021
206,New York Knicks,New Orleans Pelicans,21,36,22,24,25,19,35,24,"18.04.2021
AOT"
207,Washington Wizards,New Orleans Pelicans,30,32,24,19,29,32,28,16,"17.04.2021
AOT"
208,New Orleans Pelicans,New York Knicks,26,26,37,17,26,27,40,23,15.04.2021
209,New Orleans Pelicans,Sacramento Kings,31,37,18,31,19,26,29,36,13.04.2021
210,Cleveland Cavaliers,New Orleans Pelicans,39,29,26,15,29,33,28,26,12.04.2021
211,New Orleans Pelicans,Philadelphia 76ers,23,27,26,25,22,28,18,26,10.04.2021
